DateTime,Latitude,Longitude,PM2.5,PM10,NO2,SO2,CO,O3,Temperature(C),Humidity(%),WindSpeed(m/s),Pressure(hPa),Rainfall(mm),TrafficCongestion(%),AvgVehicleSpeed(km/h),AQI_Category
2025-09-01 00:00:00,-1.2938189821728956,36.93458511420526,28.76231039304195,48.521178015736076,25.106916477146992,8.694337767576718,1.377033738447486,19.77634618603603,21.68639910135213,50.223875930805555,2.4734448668632982,1016.1709356517388,0.08028454437225191,53.63427584471419,20.73350789189653,Moderate
2025-09-01 01:00:00,-1.2073928540385126,36.745308266541414,54.14031353866786,50.28274434417271,30.442213864349625,9.939468613177311,0.5676155089944255,14.806285525052285,18.67809115166361,67.5760085739813,1.6776525653167045,1014.3579821437653,0.01893216140429133,49.73152729760992,39.99110506798941,Unhealthy for Sensitive
2025-09-01 02:00:00,-1.2402009087282893,36.716624066841696,33.09317599236653,60.62321634884836,12.070083438810208,7.352997087357103,0.29324508860982157,11.958246176603312,21.941850728894458,83.92191760833067,3.409064938334057,1006.2280175770487,0.16540618175635727,48.95461215834947,36.27927202374579,Moderate
2025-09-01 03:00:00,-1.2602012273704446,36.885280162322516,37.17432873179723,53.49824196895253,10.600378074304775,5.381116728638899,0.6586208777892442,17.962651536588808,22.148363260056115,56.16280859308937,3.666627883456891,1017.863580536046,0.13041668171309553,65.61734324134298,41.3572652644055,Unhealthy for Sensitive
2025-09-01 04:00:00,-1.3265972039336347,36.84361827829498,43.70067730688754,64.29704950869868,29.35482587685891,10.644222586770713,0.20735366863485882,17.048180593419968,24.32117235897689,57.26970290397297,1.650074362138727,1006.9560089349284,0.022086774490573727,36.28337540418869,30.00752385505345,Unhealthy for Sensitive
2025-09-01 05:00:00,-1.3266008219495697,36.91045719418957,39.95681887972604,54.30686247802736,21.94807088685452,10.163406087636744,1.025329836352193,16.78486379633463,22.96455935658592,56.29272228356258,2.544801095183841,1012.1841067632506,0.18960247041924214,33.48212342551481,16.267598881808482,Unhealthy for Sensitive
2025-09-01 06:00:00,-1.3412874581747702,36.73494309415658,36.504189051435766,40.81343938039343,15.658536340618168,5.251177698308825,0.18047508612310392,15.406392110280994,26.063798916154283,72.24591778723122,1.6527460824186508,1024.5755531710959,0.2678463721789734,32.53609898249245,30.49631808743332,Unhealthy for Sensitive
2025-09-01 07:00:00,-1.2200735781337597,36.89881682796498,38.64961002466225,55.42255287809152,22.673145430612177,12.066328403316486,0.8085372743549477,14.810534591415845,22.161050186187932,69.4848545419644,2.1012001897561623,1007.7133261135189,0.2915823928867193,95.91309095354308,39.068476351397834,Unhealthy for Sensitive
2025-09-01 09:00:00,-1.2598327482385188,36.75040683001194,59.03415585238275,32.844106890190076,6.821261304915611,11.51059612758981,0.176656454043141,26.941859964352194,23.828876499441176,63.414623075835436,3.5510170602262994,1000.4160859434171,0.4715628841815419,65.6068580334116,45.15392328675223,Unhealthy
2025-09-01 09:00:00,-1.2437891133305932,36.74091398571643,34.42381202966415,51.62839558664785,20.016877532985806,8.402889491743379,0.7039106586390075,20.921283225980865,27.55196232959067,55.81980938361035,2.2665179333217207,1004.5796224650392,0.10534721930860334,61.089844033602894,23.281686995274747,Moderate
2025-09-01 10:00:00,-1.3469123258556297,36.74106644948275,37.010990467149675,49.50155014033309,21.639105864215427,8.238793587128109,1.29301344674136,18.61413447492756,25.0254756418649,65.92376791639924,2.699174043967701,1020.954390613501,0.611831429126904,33.84970659413137,45.270604268730175,Unhealthy for Sensitive
2025-09-01 11:00:00,-1.2045135221757008,36.90364368005785,45.50654396007612,46.8782471409119,24.62135069768915,9.662173313347722,0.9081943674307386,15.558995791016942,23.819887374934307,49.353778726641956,1.3726882720526845,1015.0378490990416,0.40113326967244634,67.46684601349656,28.521277103534786,Unhealthy for Sensitive
2025-09-01 12:00:00,-1.2251336038799368,36.86629930517405,46.05525932957984,48.07193732841604,14.930520238537312,5.414890789231226,0.5409519185105198,20.035786002983347,22.19416667419447,66.43426566857494,3.186990209724664,1011.96898097049,0.0703379271168658,52.66857307093343,38.624498815945266,Unhealthy for Sensitive
2025-09-01 13:00:00,-1.3181491333982587,36.830766356192285,46.8703030556038,21.772264317535413,20.428435807016797,8.090094437492246,0.7906389533182748,17.58997388195726,22.10030580985507,73.71524386087934,2.955726680155351,1008.9272495575075,0.03470004484537055,59.283378822634994,29.901060471343673,Unhealthy for Sensitive
2025-09-01 14:00:00,-1.322726254918935,36.78970762103088,41.38730222029184,41.76912638388558,15.372876869702063,1.542849366172459,0.805405061613334,15.131023763870179,21.44816024114416,52.48800863366322,2.2710407499668377,1016.8828792604255,0.1143237964255319,35.467593682728875,36.82170627712102,Unhealthy for Sensitive
2025-09-01 15:00:00,-1.322489323521985,36.91930013520328,23.569950872695166,51.39267351711672,21.276918778371584,10.629366936508806,0.9417891037530217,13.482178373670425,22.3769794026513,49.674817231703365,2.810985702317526,1006.2071611920782,0.10279903093729059,58.20537714835153,43.918776345702746,Moderate
2025-09-01 16:00:00,-1.3043636635560694,36.798111276855664,51.334315323010955,52.397845879961004,15.52326838818488,3.3155203326744216,0.3899424910157521,14.59541331168656,26.266997516232944,80.7943789169486,3.1802948805034443,1015.4453245491408,0.17147200541152702,46.523329235870335,22.72985922711464,Unhealthy for Sensitive
2025-09-01 17:00:00,-1.2712865352551643,36.9041498598679,23.53654606981312,34.58487288611063,17.959495804198898,12.510259485286998,0.9777701821541992,1.0,23.334335186123194,58.88240360495415,2.185131851090656,1007.1499634494963,0.17511914060005834,39.687776859396244,28.200941032531688,Moderate
2025-09-01 18:00:00,-1.2852082472036828,36.80978372714256,38.02635465239033,68.98561761297051,15.020923026048855,7.009639718100649,0.1,16.05300419648821,19.950680791856307,76.35947845943822,1.5237374559982206,1005.8187249177996,0.2772484599989991,69.68212671614498,36.84962587342087,Unhealthy for Sensitive
2025-09-01 19:00:00,-1.3063156289702937,36.79423610735623,27.457241499806422,37.007377276782485,23.255681209118286,7.36499905420647,0.6110346342908569,12.557619599448202,29.30450787917935,63.460023348021686,4.805574432686815,1007.9001005214,0.14262506351930065,24.245843829399952,59.01583661030352,Moderate
2025-09-01 20:00:00,-1.2582220657916432,36.8156699464174,34.35861653407007,64.54185800790106,24.29225558328333,6.116798281746483,0.6535178472645367,22.963349991414418,24.95989557343549,63.38045183058672,2.3667272952897274,1009.9967404281283,0.0221466827586095,66.29552528628301,26.36810287833172,Moderate
2025-09-01 21:00:00,-1.3290759209021938,36.775344468541036,38.2876241030348,56.40791542807527,18.826897150212933,7.135883378233771,0.9899980478213716,15.096720354058771,19.779169798460494,69.38412699496645,2.9032398968131106,1012.6093613125304,0.39079639754813117,68.68972267105993,55.40133885996919,Unhealthy for Sensitive
2025-09-01 22:00:00,-1.3061783027197174,36.886902345044064,38.21357215450273,40.30659035234295,20.191189974800142,12.25559403544411,0.8067892558030608,9.05518290232519,22.674453218277527,56.1600114325356,4.010839735020314,1014.8836463608889,0.07414451115824038,37.40712648897519,55.044233036751706,Unhealthy for Sensitive
2025-09-01 23:00:00,-1.2950457235059463,36.825680097523126,39.21920754235285,76.62966338914268,12.75704292683228,1.0,0.37833108384311404,14.75059922935941,24.332659148485252,66.32497143495645,6.529055187570484,983.4930776685725,0.7101539338144307,38.59343077735065,34.026888492984085,Unhealthy for Sensitive
2025-09-02 00:00:00,-1.2815895023674446,36.758053173786706,51.13711269058647,32.095447523652794,18.501616759966065,11.830896158264563,0.5045020622548955,9.769394574687478,29.113776279892132,61.185105851759076,1.7555135501111343,1006.5387955380259,0.025080925722612075,50.53948637467195,32.018474738001,Unhealthy for Sensitive
2025-09-02 01:00:00,-1.2322236057910478,36.92489364331865,39.5353430151398,63.787312604150024,19.748976914791275,9.014070443305124,0.8596040028642221,17.367037078562333,20.675662625223392,51.795065565949685,3.44982721372651,1009.8674401811517,0.6352167811009356,60.64072420924441,28.079348013353084,Unhealthy for Sensitive
2025-09-02 02:00:00,-1.3200489326762461,36.795972805343304,32.558433647093516,65.00873477064468,33.103965455149876,4.378935056428354,0.7762797974406331,16.454736821697427,26.92812215806784,68.374820747264,2.2924477147058937,1025.0404963088668,0.019084634751733994,51.94290016371549,34.31797469667331,Moderate
2025-09-02 03:00:00,-1.2728648342379583,36.8358882152785,44.64087168288357,39.94069686385033,14.440164871129182,4.774062820852286,0.6262627671092761,19.78919815554134,28.198459280917028,62.36692193122084,2.461209695423289,1004.359979132943,0.052542260801984986,63.67124920383759,20.93280567440442,Unhealthy for Sensitive
2025-09-02 04:00:00,-1.2611378146706937,36.92661802774114,46.894704889246405,70.88697950096493,27.32088619376219,13.029179081624608,0.6557498631464063,11.045591041527173,22.11403708477629,63.429751715552925,2.27978797899321,1014.3023729447993,0.00953993962691227,90.25959305074798,34.23760982679402,Unhealthy for Sensitive
2025-09-02 05:00:00,-1.3430324380920005,36.8560594989785,22.723921848630077,46.24930228101571,24.98429386732904,5.163479360171806,1.0088503991477866,15.170040481140735,23.1674591434193,52.89839056585842,1.874345032199415,1024.9602424778866,0.24423270882888676,44.845664617005724,49.96880273850856,Moderate
